

-2, -4

-2, -4

-2, -4

78, -80

62, -25

62, -26

58, -85

58, -84

60, -81

60, -82

2, -25

2, -25

64, -64

64, -64

64, -66

59, -14

123, -63

53, -82

17, 15

98, -74

98, -73

53, -84

53, -84

53, -83

5, -1

15, 27

118, -62

60, -72

69, -79

69, -79

69, -77

9, -10

11, -9

9, -10

9, -10

69, -78

19, 7

19, 7

-3, -5

-3, -5

19, 7

19, 7

80, -68

80, -67

75, -31

75, -32

56, -77

19, 19

67, -61

67, -59

67, -61

67, -61

67, -61

67, -61

67, -61

51, -80

51, -82

51, -80

51, -82

51, -80

55, -74

53, -83

53, -81

53, -83

53, -83

32, 13

13, -1

13, -1

13, -1

32, 13

13, -1

13, -1

2, -10

-3, -10

-3, -10

-3, -10

2, -10

112, -62

68, -84

63, -6

94, -67

94, -65

94, -67

83, -32

53, -73

53, -71

53, -71

12, -18

80, -67

77, -73

44, 4

44, 4

44, 4

91, -56

91, -58

11, -22

82, -82

82, -82

82, -81

86, -83

86, -83

86, -83

2, -8

-3, -8

-3, -8

80, -43

57, -81

31, 11

31, 11

32, 8

32, 8

23, 9

23, 9

93, -85

93, -85

93, -85

69, -29

8, -16

8, -16

8, -16

8, -16

71, -80

70, -85

80, -43

42, 12

16, 2

16, 2

16, 2

35, -86

91, -77

91, -79

37, 10

37, 10

37, 10

61, -62

61, -64

61, -64

61, -62

30, 12

8, 0

75, -31

11, -4

39, 7

39, 7

39, 7

62, -84

62, -82

62, -82

62, -83

92, -66

92, -68

88, -80

88, -81

1, 1

1, 1

1, 1

1, 1

9, -18

54, -82

54, -82

66, -9

75, -53

75, -53

94, -68

94, -69

11, 16

11, 16

11, 16

84, -33

70, -15

70, -14

93, -64

60, -6

93, -64

55, -15

93, -63

62, -83

62, -83

-4, 2

-4, 2

54, -83

54, -81

54, -81

54, -82

2, -18

2, -18

2, -18

-3, -18

2, -18

2, -18

2, -18

2, -18

109, -66

101, -66

109, -64

109, -66

109, -66

28, 8

83, -53

81, -82

90, -55

90, -55

51, -75

92, -68

59, -2

16, -1

92, -80

85, -83

85, -84

92, -80

62, -71

62, -71

18, -13

18, -13

18, -13

18, -13

75, -73

62, -72

19, -3

19, -3

40, -87

11, 13

11, 13

78, -54

10, 9

10, 9

52, -83

52, -83

52, -84

57, -15

53, -7

53, -6

66, -25

67, -79

67, -77

95, -77

22, 15

95, -77

95, -77

95, -78

83, -75

83, -75

83, -73

13, -16

13, -16

13, -16

5, 0

82, -75

19, 12

19, 12

13, 4

7, -3

7, -3

7, -3

7, -3

119, -64

119, -65

38, 8

38, 8

56, -10

56, -10

94, -72

14, 23

84, -52

72, -83

72, -83

50, -84

11, 8

11, 8

108, -64

108, -63

75, -29

65, -26

18, -11

18, -11

18, -11

18, -11

18, -11

-4, -1

-4, -1

-4, -1

75, -50

75, -50

75, -48

113, -65

92, -86

92, -87

64, -66

64, -66

96, -79

96, -81

-6, -2

13, 0

13, 0

-6, -2

-6, -2

57, -19

57, -20

65, -76

46, -85

46, -85

46, -85

46, -85

53, -18

44, -84

74, -48

74, -46

74, -47

101, -70

101, -69

10, -1

10, -1

13, 24

58, -17

58, -17

58, -16

68, -33

68, -34

82, -53

18, 22

14, 5

18, 22

18, 22

18, 22

18, 22

18, 22

67, -28

67, -30

67, -30

45, -79

88, -74

47, -82

47, -84

47, -84

47, -82

47, -82

47, -83

13, -7

13, -7

13, -7

13, -7

13, -7

96, -72

96, -70

65, -11

65, -11

65, -9

64, -78

64, -78

64, -80

64, -78

64, -80

73, -47

64, -80

64, -78

64, -80

64, -78

64, -79

83, -54

83, -54

35, -88

75, -47

77, -86

64, -22

69, -77

79, -43

79, -45

79, -45

47, -83

47, -83

47, -83

89, -80

89, -80

89, -80

89, -80

89, -82

89, -80

89, -81

47, -83

67, -32

14, 29

14, 29

14, 29

64, -12

64, -14

62, -7

63, -66

63, -65

68, -15

68, -16

39, 12

39, 12

54, -7

26, 9

54, -5

54, -6

56, -3

56, -4

61, -84

83, -47

83, -45

83, -45

50, -2

43, 12

43, 12

44, 6

88, -55

88, -53

88, -53

66, -73

58, -6

8, -14

8, -14

8, -14

18, 17

18, 17

18, 17

104, -66

6, -9

6, -9

90, -84

90, -82

10, 33

90, -82

90, -82

87, -74

47, 5

116, -64

116, -62

116, -62

76, -52

16, 4

16, 4

93, -85

93, -85

93, -83

93, -85

93, -83

93, -85

93, -83

93, -84

23, 24

23, 24

64, -11

54, -18

106, -63

106, -63

77, -54

106, -65

69, -9

69, -8

81, -54

90, -83

90, -83

90, -83

90, -81

90, -82

97, -76

31, 8

16, 0

1, -22

1, -22

1, -22

17, -13

78, -81

84, -67

14, -6

14, -6

14, -6

6, -22

6, -22

6, -22

1, -24

16, 24

-1, 5

1, -24

90, -73

90, -71

90, -72

59, -79

59, -79

59, -80

122, -66

51, -82

51, -83

79, -48

-4, -16

-4, -16

87, -84

15, 12

6, -24

109, -66

109, -68

109, -66

78, -73

-4, 4

49, -4

35, 9

35, 9

56, -72

56, -74

56, -73

2, -26

85, -32

16, -7

60, -64

60, -66

60, -66

60, -66

65, -80

65, -82

65, -80

61, -2

61, -1

87, -54

87, -55

5, -14

5, -14

86, -53

86, -53

51, -81

51, -81

51, -81

51, -82

84, -68

-4, 0

-4, 0

-4, 0

84, -79

92, -70

14, -17

14, -17

20, 27

20, 27

20, 27

82, -82

82, -82

20, 20

68, -73

68, -74

72, -34

58, -84

58, -84

94, -86

109, -67

51, -72

7, -19

7, -19

69, -18

21, 11

119, -68

119, -68

20, 37

33, 15

33, 15

18, 21

18, 21

18, 21

41, 12

41, 12

72, -33

47, -6

72, -32

82, -81

82, -81

82, -81

82, -81

86, -75

17, 22

-4, -7

-4, -7

67, -25

13, 6

13, 6

13, 6

13, 6

113, -66

113, -68

92, -59

7, -25

0, -21

0, -21

0, -21

0, -21

67, -77

67, -75

67, -77

67, -76

95, -77

95, -77

82, -71

95, -75

82, -73

68, -27

68, -28

78, -38

115, -65

115, -65

0, -13

0, -13

115, -65

115, -65

72, -16

115, -66

88, -82

88, -83

61, -63

61, -63

61, -64

50, 3

68, -86

119, -68

68, -84

68, -85

49, -73

58, -13

58, -15

58, -14

21, 32

8, -2

8, -2

8, -2

-1, -6

59, -16

98, -85

98, -85

98, -85

42, -82

42, -80

42, -82

42, -81

94, -62

94, -64

46, -85

113, -68

46, -85

46, -85

46, -83

12, 5

12, 5

12, 5

46, -83

46, -85

46, -85

46, -84

19, -8

19, -8

19, -8

19, -8

19, -8

19, -8

88, -83

88, -81

86, -84

88, -82

7, -10

7, -10

85, -51

85, -53

52, -6

52, -8

1, 8

73, -28

73, -28

17, 17

17, 17

22, 14

93, -65

93, -63

93, -63

93, -65

81, -83

74, -30

74, -32

46, 2

70, -79

70, -80

-9, -1

-9, -1

86, -54

86, -56

86, -55

55, -79

55, -80

88, -71

88, -71

88, -73

88, -71

88, -72

4, -21

4, -21

4, -21

4, -21

4, -21

4, -21

4, -21

4, -21

67, -8

63, -66

63, -66

68, -15

68, -14

19, 18

12, 29

19, 18

12, 29

12, 29

72, -29

65, -74

50, -8

50, -7

91, -80

91, -80

91, -80

81, -83

21, 35

85, -74

77, -83

62, -64

62, -64

62, -65

114, -67

114, -67

114, -65

114, -67

114, -65

52, -75

52, -73

51, -7

51, -7

52, -73

52, -74

81, -72

16, -14

120, -63

63, -69

63, -68

-2, 2

63, -78

63, -79

108, -65

108, -65

16, 6

16, 6

29, 10

65, -61

76, -86

57, -77

65, -61

-3, 5

-6, -20

-3, 5

-3, 5

69, -75

65, -63

65, -61

65, -63

4, -11

4, -11

65, -63

65, -62

57, -77

50, -75

50, -75

50, -74

38, -87

44, 10

44, 10

38, -87

57, -4

66, -62

13, -2

13, -2

13, -2

66, -64

66, -63

99, -66

99, -68

99, -66

20, 7

20, 7

63, -12

63, -13

94, -87

94, -87

12, -6

12, -6

12, -6

12, -6

12, -6

77, -45

83, -43

83, -44

7, -18

7, -18

7, -18

8, 10

85, -54

85, -55

65, -27

65, -26

117, -61

117, -61

117, -61

117, -61

60, -66

60, -66

60, -68

61, -8

61, -8

61, -8

60, -66

25, 10

25, 10

67, -82

67, -82

67, -82

60, -67

17, 21

70, -16

70, -16

55, -14

55, -15

95, -82

10, -14

10, -14

95, -80

-4, 6

-4, 6

-4, 6

72, -29

72, -27

72, -29

95, -82

95, -81

21, 16

112, -64

72, -49

89, -82

89, -82

89, -84

89, -84

99, -69

36, 10

36, 10

99, -68

55, -11

55, -11

55, -12

64, -78

64, -76

80, -65

80, -67

-2, -1

-2, -1

-2, -1

3, -16

72, -85

58, -3

8, -23

8, -23

8, -23

58, -3

3, 4

15, -10

15, -10

12, -17

78, -40

63, -10

63, -10

10, 6

10, 6

28, 9

28, 9

28, 9

97, -76

44, -80

89, -83

89, -83

89, -83

89, -81

89, -81

89, -81

60, -67

60, -80

60, -78

60, -80

55, -19

55, -20

75, -47

75, -47

15, -8

15, -8

21, 13

21, 13

21, 13

83, -79

83, -80

89, -73

89, -72

94, -83

94, -83

94, -84

116, -63

45, -82

45, -82

45, -82

45, -82

18, -9

18, -9

18, -9

45, -82

45, -82

-7, 1

-7, 1

-7, 1

-7, 1

-7, 1

-7, 1

39, -82

39, -82

39, -82

40, 4

17, 1

79, -48

-3, -6

-3, -6

-3, -6

38, 9

81, -35

43, -80

43, -81

53, -80

53, -78

11, 9

34, 15

34, 15

21, 8

21, 8

9, -17

9, -17

79, -56

68, -61

61, -28

37, 12

37, 12

13, 10

37, 12

5, -23

53, -13

96, -78

18, 26

18, 26

18, 26

2, -17

-3, -17

2, -17

2, -17

-3, -17

92, -66

60, -10

60, -11

33, 14

33, 14

33, 14

46, 5

46, 4

20, -3

67, -74

67, -76

95, -75

77, -33

77, -31

93, -84

93, -86

93, -86

93, -84

93, -84

65, -82

-5, 1

-5, 1

-5, 1

11, -1

11, -1

19, 28

19, 28

62, -68

62, -66

62, -67

-4, -2

-4, -2

-4, -2

-4, -2

-4, -2

20, 12

20, 12

20, 12

20, 12

20, 12

20, 12

53, -12

53, -11

18, -4

61, -14

65, -72

10, -2

10, -2

80, -73

69, -83

8, -15

-8, -9

12, 15

12, 15

0, 1

0, 1

18, 16

18, 16

18, 16

18, 16

18, 16

18, 16

8, -12

87, -81

87, -81

87, -79

87, -79

87, -81

87, -79

122, -62

122, -62

122, -64

67, -61

63, -69

67, -63

63, -70

67, -63

62, -67

62, -69

62, -69

62, -67

64, -10

57, -20

57, -18

57, -18

64, -10

62, -80

62, -78

62, -78

62, -79

93, -58

69, -83

54, -80

54, -78

54, -80

54, -79

92, -70

-2, 0

-2, 0

-2, 0

-2, 0

23, 10

41, -81

8, -20

8, -20

8, -20

8, -20

8, -20

82, -33

67, -26

64, -65

64, -67

64, -66

69, -73

87, -72

58, -81

58, -80

62, -12

7, -26

62, -12

62, -13

68, -28

68, -28

18, 13

31, 9

31, 9

57, -76

94, -65

94, -65

94, -65

54, -12

11, 33

11, 33

98, -73

77, -30

42, -81

42, -81

42, -82

50, -3

57, -4

57, -4

57, -5

64, -23

97, -84

97, -82

-7, -9

-7, -9

-7, -9

-7, -9

-7, -9

4, 1

77, -52

17, -9

64, -24

91, -84

91, -84

91, -83

99, -69

99, -70

59, -77

59, -79

59, -79

18, 8

18, 8

18, 8

57, -9

57, -10

17, 3

17, 3

17, 3

17, 3

59, -2

5, -12

97, -82

-8, -4

-8, -4

-8, -4

-8, -4

62, -12

62, -10

62, -12

68, -80

92, -72

54, -10

54, -10

54, -12

54, -11

115, -64

115, -63

91, -83

91, -82

60, -71

13, -15

98, -84

98, -85

82, -52

57, -7

57, -9

57, -9

46, -84

46, -86

46, -84

46, -84

46, -86

46, -86

46, -84

46, -84

46, -84

65, -6

86, -79

86, -81

86, -81

86, -81

86, -81

86, -81

86, -79

86, -80

5, -20

5, -20

5, -20

5, -20

17, 26

17, 26

17, 26

10, 10

10, 10

91, -73

91, -71

91, -72

22, 31

79, -29

81, -33

63, -78

63, -76

63, -76

40, 6

40, 6

40, 6

40, 6

49, -83

-6, -3

-6, -3

-6, -3

-6, -3

-6, -3

-6, -3

53, -70

-5, -9

-5, -9

61, -3

61, -1

66, -63

66, -63

10, -23

10, -23

47, -79

58, -14

58, -15

11, 0

11, 0

77, -29

77, -28

77, -49

19, 23

19, 23

19, 23

-5, 3

19, 23

14, -11

14, -11

79, -39

77, -85

67, -82

67, -84

-7, -4

-7, -4

-7, -4

-7, -4

-7, -4

-7, -4

-7, -4

-7, -4

-7, -4

67, -83

95, -84

95, -83

17, -4

17, -4

-10, -4

-10, -4

-10, -4

17, -4

-10, -4

17, -4

-10, -4

90, -68

90, -67

13, 27

61, -61

84, -67

114, -64

75, -48

75, -47

46, 6

46, 6

17, 16

17, 16

57, -17

57, -17

57, -18

11, -7

0, 3

11, -7

11, -7

11, -7

11, -7

11, -7

11, -7

67, -81

58, -20

67, -83

67, -81

67, -83

64, -72

109, -65

95, -81

96, -76

14, 22

14, 22

95, -81

95, -83

109, -65

109, -66

19, 5

73, -75

6, 9

6, 9

68, -14

68, -16

68, -16

93, -61

72, -28

57, -82

57, -81

-1, -21

-1, -21

-1, -21

69, -16

69, -16

69, -16

69, -18

83, -46

90, -67

77, -45

77, -47

77, -46

34, 14

34, 14

34, 14

85, -81

85, -81

90, -80

90, -80

90, -78

90, -67

90, -67

95, -72

67, -71

70, -78

22, 32

55, -77

55, -78

19, 36

-2, -14

-2, -14

19, 25

19, 25

19, 25

19, 25

19, 25

19, 25

-1, -13

-1, -13

45, -82

45, -84

45, -84

52, -81

55, -3

45, -82

60, -78

60, -77

39, -82

16, -15

39, -82

39, -83

78, -44

66, -17

43, -83

-5, -4

119, -67

-2, 6

-2, 6

-2, 6

119, -67

119, -66

4, -9

4, -9

62, -71

62, -69

45, -83

45, -81

45, -81

45, -81

45, -81

45, -82

50, -79

113, -67

39, -81

82, -67

39, -83

39, -83

39, -81

39, -81

39, -81

39, -82

-9, -2

124, -62

51, -78

52, -71

36, 7

36, 7

17, 8

17, 8

17, 8

17, 8

43, -83

43, -83

53, -78

53, -76

23, 27

72, -48

45, 4

-4, -12

25, 30

25, 30

4, -22

4, -22

4, -22

4, -22

4, -22

61, -28

20, 18

16, 27

16, 27

94, -84

94, -85

12, 14

12, 14

12, 14

59, -19

43, 5

43, 5

43, 5

92, -87

92, -87

48, -75

48, -77

48, -76

82, -43

63, -8

63, -10

63, -8

56, -15

37, -82

10, -12

10, -12

10, -12

10, -12

10, -12

10, -12

10, -12

88, -66

88, -68

70, -30

48, -5

35, 10

84, -74

63, -65

63, -67

63, -65

63, -67

63, -67

63, -66

120, -64

120, -64

59, -76

57, -76

12, -13

12, -13

12, -13

51, -10

51, -11

80, -36

10, -20

10, -20

48, -10

52, -11

52, -11

52, -11

61, -79

61, -79

61, -81

61, -81

66, -73

66, -75

66, -73

81, -67

87, -55

13, 7

94, -59

88, -67

88, -67

88, -68

88, -78

88, -80

88, -80

88, -79

65, -64

65, -66

96, -80

96, -82

96, -82

96, -81

38, 6

122, -63

122, -63

122, -65

-6, -19

-6, -19

-6, -19

41, -82

41, -83

22, 16

11, 6

11, 6

0, 8

59, -11

59, -9

74, -83

15, 5

15, 5

50, -13

50, -11

62, -78

54, -78

93, -81

93, -79

93, -81

93, -79

116, -62

116, -60

116, -61

54, -77

-2, -2

-2, -2

-2, -2

61, -72

3, -23

3, -23

29, 12

12, -11

12, -11

8, -3

12, -11

8, -3

81, -68

41, -83

41, -83

13, 30

13, 30

66, -28

21, 9

49, 4

117, -66

117, -66

42, 15

42, 15

44, 12

15, 25

15, 25

81, -44

81, -44

81, -42

60, -8

60, -8

60, -10

60, -9

99, -67

99, -66

33, 11

33, 11

33, 11

9, -13

9, -13

9, -13

-6, -5

-6, -5

-6, -5

1, -16

1, -16

-6, -5

-6, -5

-6, -5

9, -13

9, -13

73, -83

1, 4

69, -32

69, -33

15, 29

75, -30

63, -68

63, -68

2, -21

2, -21

2, -21

2, -21

93, -71

81, -42

8, 12

6, -16

6, -16

6, -16

6, -16

74, -73

56, -73

56, -75

56, -75

56, -75

56, -73

60, -67

60, -65

60, -65

60, -67

60, -65

60, -66

-6, -10

-6, -10

-6, -10

-3, -13

68, -60

1, 0

1, 0

4, 8

4, 8

14, 1

14, 1

53, -8

53, -9

55, -20

55, -19

76, -73

21, 34

22, 8

22, 8

76, -49

76, -51

90, -71

75, -31

115, -65

115, -63

115, -65

115, -64

9, -11

9, -11

-11, -4

-11, -4

66, -57

66, -57

66, -59

-6, -8

61, -13

61, -11

61, -11

86, -57

86, -55

64, -64

64, -62

64, -64

64, -64

48, -81

1, -7

89, -68

89, -68

40, -80

70, -77

70, -77

55, -75

16, 7

16, 7

71, -83

-3, -11

-3, -11

99, -70

99, -68

99, -68

63, -72

90, -60

14, 31

14, 31

96, -74

16, 19

16, 19

96, -76

55, -5

91, -64

23, 30

59, -80

59, -80

13, -3

13, -3

13, -3

59, -82

59, -81

87, -77

87, -79

87, -77

87, -79

87, -79

87, -77

87, -79

32, 10

19, 15

19, 15

19, 15

32, 10

19, 15

49, -75

11, -2

118, -63

89, -67

89, -69

89, -68

47, -78

55, -11

55, -11

89, -78

89, -78

89, -80

89, -79

16, 30

80, -44

80, -45

77, -28

-4, 7

114, -65

114, -65

114, -65

114, -65

56, -13

56, -13

56, -14

114, -63

114, -64

14, 11

14, 11

14, 11

14, 11

14, 11

3, -15

21, 33

21, 33

21, 33

3, -15

82, -69

82, -69

94, -62

58, -78

55, -8

3, -12

3, -12

57, -82

58, -2

58, -4

62, -10

62, -10

62, -10

62, -8

10, 7

10, 7

10, 7

10, 7

62, -9

-1, 1

99, -74

54, -9

120, -67

92, -85

92, -85

49, -84

98, -70

98, -72

18, 9

57, -83

57, -81

90, -78

90, -76

90, -77

62, -65

62, -65

3, -20

3, -20

3, -20

3, -20

3, -20

3, -20

77, -80

62, -67

62, -66

86, -56

67, -33

95, -66

68, -78

45, 15

88, -71

88, -71

88, -71

88, -69

57, -72

77, -49

77, -49

77, -48

48, -76

48, -74

84, -54

84, -54

84, -52

84, -52

84, -53

8, -19

8, -19

8, -19

8, -19

-9, -20

-9, -20

-9, -20

86, -77

86, -79

86, -79

86, -79

86, -79

86, -79

86, -79

86, -79

86, -78

117, -67

14, -9

55, -17

109, -64

109, -63

53, -74

53, -72

65, -78

65, -80

51, 0

65, -78

65, -80

65, -78

65, -78

65, -80

65, -78

65, -80

65, -78

65, -80

65, -79

53, -72

51, -76

14, 3

14, 3

14, 3

8, -25

8, -25

11, 10

11, 10

11, 10

55, -80

66, -60

66, -60

66, -60

66, -62

66, -60

66, -61

55, -82

55, -81

6, -14

6, -14

33, 13

33, 13

33, 13

33, 13

33, 13

37, -82

37, -84

65, -12

1, 6

1, 6

68, -29

21, 24

76, -87

76, -87

76, -86

62, -70

62, -68

117, -67

117, -67

112, -65

62, -68

16, 12

80, -35

-8, 2

-8, 2

119, -64

119, -63

79, -55

37, -83

37, -83

69, -78

69, -80

69, -78

69, -78

8, -10

8, -10

-4, -3

-4, -3

-4, -3

-4, -3

-4, -3

33, 8

71, -35

71, -33

71, -34

113, -63

5, -19

5, -19

5, -19

96, -83

10, -3

10, -3

65, -12

42, 14

42, 14

65, -10

65, -10

-2, -12

-2, -12

-2, -12

71, -32

97, -66

97, -67

69, -13

85, -77

85, -78

26, 30

26, 30

26, 30

91, -66

91, -68

91, -67

94, -81

94, -81

94, -80

88, -77

57, -7

57, -7

76, -53

96, -81

96, -81

92, -65

92, -64

93, -59

93, -60

52, -78

-8, -1

-8, -1

-8, -1

10, 12

10, 12

71, -17

71, -17

71, -17

93, -56

-1, -9

-1, -9

-7, 2

-7, 2

17, 2

97, -68

96, -71

96, -71

100, -65

89, -71

89, -70

91, -67

91, -80

50, -79

63, -64

105, -65

87, -75

87, -75

87, -76

63, -62

63, -64

63, -64

-3, 1

57, -18

57, -16

5, -10

20, 5

5, -10

50, -4

57, -16

57, -18

57, -18

57, -18

63, -62

13, -5

13, -5

58, -18

58, -20

80, -29

66, -26

66, -28

66, -26

66, -27

